2018-02-08 00:00:01 
2018-02-08 13:08:10 {"auth_code":"286634041624455893","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020813081111","total_fee":"540","sign":"D9A103E8C781364ABC996FED72ADE61D"}
2018-02-08 13:08:12 {"transaction_id":"91518066491022668192","price":540}
2018-02-08 13:10:21 {"auth_code":"134948937190326611","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020813102311","total_fee":"200","sign":"0F72329D003167F19F0933FB1AA51B94"}
2018-02-08 13:10:24 {"transaction_id":"UD180208131022000000000006578887","price":200}
2018-02-08 13:10:49 {"auth_code":"134954154207632846","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020813105011","total_fee":"5000","sign":"A63A3BE0C57D552164455DA6CFF7159C"}
2018-02-08 13:10:51 {"transaction_id":"UD180208131049000000000006592454","price":5000}
2018-02-08 13:12:15 {"auth_code":"288758632093356789","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020813121611","total_fee":"470","sign":"2AF4DEAA68A80094DC742528A5343C65"}
2018-02-08 13:12:17 {"transaction_id":"91518066735978478310","price":470}
2018-02-08 13:14:21 {"auth_code":"134591115315006613","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081314231282","total_fee":"800","sign":"F6D3F1E017E79F8FC08A17ADEEA4F606"}
2018-02-08 13:14:24 {"transaction_id":"UD180208131422000000000006664957","price":800}
2018-02-08 13:14:36 {"auth_code":"134904014112130289","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081314388008171100101937","total_fee":"30000","sign":"A160E76A25ADA4918BAE43A873C9C085"}
2018-02-08 13:14:39 {"transaction_id":"UD180208131437000000000006672564","price":30000}
2018-02-08 13:20:04 {"auth_code":"283562377529276149","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081320068008171100101937","total_fee":"3600","sign":"15DE5C0821D64FC1698E642A80491E0A"}
2018-02-08 13:20:06 {"transaction_id":"91518067205369860782","price":3600}
2018-02-08 13:22:21 {"auth_code":"134912019647743814","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081322238008171100101937","total_fee":"5600","sign":"718EF52784E560A2A4C15018BC36D080"}
2018-02-08 13:22:24 {"transaction_id":"UD180208132222000000000006845256","price":5600}
2018-02-08 13:24:29 {"auth_code":"135046443752454341","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081324308008171100101937","total_fee":"4000","sign":"116315EDC55A8376D2072BE2D2FC5859"}
2018-02-08 13:24:31 {"transaction_id":"UD180208132430000000000006880999","price":4000}
2018-02-08 13:26:03 {"auth_code":"134790120411700232","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020813260411","total_fee":"260","sign":"A0A0776CB972979485B49FC61F159F60"}
2018-02-08 13:26:06 {"transaction_id":"UD180208132604000000000006922103","price":260}
2018-02-08 13:26:58 {"auth_code":"285487120149303365","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081327008008171100101937","total_fee":"4700","sign":"F7E36A2190C2A3385A0D9FC22D33D5F5"}
2018-02-08 13:27:01 {"transaction_id":"91518067619443168613","price":4700}
2018-02-08 13:28:26 {"auth_code":"134867537838892780","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020813282711","total_fee":"2670","sign":"B17E2009897F01A745B67D1D8DB57EC0"}
2018-02-08 13:28:29 {"transaction_id":"UD180208132826000000000006971859","price":2670}
2018-02-08 13:29:47 {"auth_code":"134712654429425967","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081329498008171100101937","total_fee":"12800","sign":"3C3A16D09218C3AE48968C64191E5564"}
2018-02-08 13:29:50 {"transaction_id":"UD180208132948000000000007004498","price":12800}
2018-02-08 13:34:05 {"auth_code":"134926569625357800","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020813340711","total_fee":"1600","sign":"2B7D9485BD39D4725E2F6C32C9A1E99C"}
2018-02-08 13:34:08 {"transaction_id":"UD180208133406000000000007095478","price":1600}
2018-02-08 13:34:54 {"auth_code":"134878970671357591","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020813345611","total_fee":"300","sign":"A55F9DDB0AF469D4E663CA20DE7CE35C"}
2018-02-08 13:34:58 {"transaction_id":"UD180208133455000000000007115588","price":300}
2018-02-08 13:44:55 {"auth_code":"136294072883658575","bill_create_ip":"192.168.1.125","device_no":"8008171099228744","goods_desc":"\u7800\u5c71\u82b1\u56ed\u6e29\u6cc9\u9152\u5e97\u6d17\u6d74\u90e8","nonce_str":"123456","pp_trade_no":"201802081345018008171099228744","total_fee":"5000","sign":"9C79543A09AEBDE9501632E9F02915C8"}
2018-02-08 13:44:58 {"transaction_id":"UD180208134456000000000007344366","price":5000}
2018-02-08 13:47:33 {"auth_code":"286971456561714119","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020813473411","total_fee":"800","sign":"7721E25D53764A33DFADD63AF818C080"}
2018-02-08 13:47:36 {"transaction_id":"91518068854047232949","price":800}
2018-02-08 13:49:04 {"auth_code":"285666337089309194","bill_create_ip":"192.168.1.101","device_no":"296","goods_desc":"\u5927\u836f\u623f","nonce_str":"123456","pp_trade_no":"20180208134906296","total_fee":"11890","sign":"ECD7EB6B16264E416CACFCB42A2372E6"}
2018-02-08 13:49:07 {"transaction_id":"91518068945200963743","price":11890}
2018-02-08 13:54:08 {"auth_code":"135850035646941367","bill_create_ip":"192.168.0.100","device_no":"1000","goods_desc":"\u4f2f\u745e\u8c6a\u5ef7\u5047\u65e5\u9152\u5e97","nonce_str":"123456","pp_trade_no":"201802081350371000","total_fee":"30000","sign":"5FAAFF4D0D4E4C5725750CEF1E5AAE95"}
2018-02-08 13:54:19 {"transaction_id":"4","price":30000}
2018-02-08 13:55:04 {"auth_code":"134763992015914856","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020813550611","total_fee":"250","sign":"3AD168CA56686162AD8DF2A058C84B57"}
2018-02-08 13:55:06 {"transaction_id":"UD180208135505000000000007567814","price":250}
2018-02-08 13:55:36 {"auth_code":"134574528437604762","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020813553811","total_fee":"1500","sign":"9E927A9FA12183837FEB6F7F80405CF8"}
2018-02-08 13:55:39 {"transaction_id":"UD180208135537000000000007586179","price":1500}
2018-02-08 13:56:57 {"auth_code":"134574800691991567","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020813565811","total_fee":"1090","sign":"938BE881F389668A138A2CEBD6503B3F"}
2018-02-08 13:56:59 {"transaction_id":"UD180208135657000000000007620197","price":1090}
2018-02-08 14:00:39 {"auth_code":"134512416037949947","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020814004111","total_fee":"1090","sign":"7E3818BF98E72EBF62AD60D8FE79E296"}
2018-02-08 14:00:42 {"transaction_id":"UD180208140040000000000007705690","price":1090}
2018-02-08 14:01:58 {"auth_code":"134767987947443552","bill_create_ip":"192.168.1.125","device_no":"8008171099228744","goods_desc":"\u7800\u5c71\u82b1\u56ed\u6e29\u6cc9\u9152\u5e97\u6d17\u6d74\u90e8","nonce_str":"123456","pp_trade_no":"201802081402028008171099228744","total_fee":"6800","sign":"94C02ACBD0FC4B6ECE80B50710AB3D7C"}
2018-02-08 14:02:01 {"transaction_id":"UD180208140158000000000007742138","price":6800}
2018-02-08 14:03:42 {"auth_code":"134601256278107370","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020814034411","total_fee":"1480","sign":"E40FA77E3274CEB63993566F37AEFBA0"}
2018-02-08 14:03:44 {"transaction_id":"UD180208140343000000000007782609","price":1480}
2018-02-08 14:11:30 {"auth_code":"134718711208635502","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081411328008171100101937","total_fee":"10","sign":"957E4E9A893F8756B37B76036DA24FFA"}
2018-02-08 14:11:33 {"transaction_id":"UD180208141131000000000007966607","price":10}
2018-02-08 14:12:06 {"auth_code":"134512710810296680","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081412088008171100101937","total_fee":"3800","sign":"6D6265EE7789D3CE990B8186DD6FB4EF"}
2018-02-08 14:12:09 {"transaction_id":"UD180208141207000000000007984229","price":3800}
2018-02-08 14:13:44 {"auth_code":"288912112242669884","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020814134611","total_fee":"740","sign":"BB414F848B1DE249479BAF78FFC06BCE"}
2018-02-08 14:13:47 {"transaction_id":"91518070425597016011","price":740}
2018-02-08 14:14:04 {"auth_code":"134904309018619682","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020814140611","total_fee":"2140","sign":"FB55A4CA85441813C2E97F2C5E41F795"}
2018-02-08 14:14:07 {"transaction_id":"UD180208141405000000000008026385","price":2140}
2018-02-08 14:15:32 {"auth_code":"134912896795948605","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020814153411","total_fee":"1090","sign":"214CB82183562575E6001C5730F03899"}
2018-02-08 14:15:35 {"transaction_id":"UD180208141533000000000008061476","price":1090}
2018-02-08 14:18:30 {"auth_code":"134780773320681477","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081418318008171100101937","total_fee":"9800","sign":"7EE8871F2BB802A31E995A0A162F0AFD"}
2018-02-08 14:18:33 {"transaction_id":"UD180208A01175300314183100863689","price":9800}
2018-02-08 14:19:12 {"auth_code":"135136529948755413","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020814191411","total_fee":"950","sign":"A35D3A7E93A2C0F075BA034BFD309821"}
2018-02-08 14:19:15 {"transaction_id":"UD180208A01175300314191300865687","price":950}
2018-02-08 14:20:16 {"auth_code":"134558953787633325","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020814201711","total_fee":"300","sign":"885F8787FED7F1B87B9897C24F469782"}
2018-02-08 14:20:18 {"transaction_id":"UD180208142016000000000008170688","price":300}
2018-02-08 14:21:57 {"auth_code":"134521041117789648","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020814215811","total_fee":"2010","sign":"43A21AEC4C1A63E78AF2BF917DDAE8F7"}
2018-02-08 14:21:59 {"transaction_id":"UD180208142157000000000008215196","price":2010}
2018-02-08 14:23:13 {"auth_code":"281109453903360973","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020814231511","total_fee":"2200","sign":"F445693BBDC1C65D5431BF7DB757E512"}
2018-02-08 14:23:15 {"transaction_id":"91518070994380796978","price":2200}
2018-02-08 14:23:39 {"auth_code":"134973494324244802","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020814234111","total_fee":"110","sign":"4F05B2D440B5205A16DBE801D096CB13"}
2018-02-08 14:23:42 {"transaction_id":"UD180208142340000000000008258132","price":110}
2018-02-08 14:24:00 {"auth_code":"134626219170464142","bill_create_ip":"192.168.1.125","device_no":"8008171099228744","goods_desc":"\u7800\u5c71\u82b1\u56ed\u6e29\u6cc9\u9152\u5e97\u6d17\u6d74\u90e8","nonce_str":"123456","pp_trade_no":"201802081424068008171099228744","total_fee":"3000","sign":"03DD16F407B4710D9262C1E98A523B48"}
2018-02-08 14:24:02 {"transaction_id":"UD180208142401000000000008260560","price":3000}
2018-02-08 14:26:17 {"auth_code":"135486181187430842","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020814261911","total_fee":"2540","sign":"91E2CAF98B4E3FD949E8A1C2080B48D3"}
2018-02-08 14:26:20 {"transaction_id":"UD180208142618000000000008319712","price":2540}
2018-02-08 14:32:13 {"auth_code":"134663764059266791","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020814321511","total_fee":"730","sign":"77F80F797B1E2DCAD3758EB499879443"}
2018-02-08 14:32:15 {"transaction_id":"UD180208143214000000000008464938","price":730}
2018-02-08 14:32:18 {"auth_code":"134777349189608151","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081432208008171100101937","total_fee":"800","sign":"8BD6C718495246056A5C19EEBAC4B7FB"}
2018-02-08 14:32:20 {"transaction_id":"UD180208143219000000000008473877","price":800}
2018-02-08 14:33:06 {"auth_code":"135513117867729716","bill_create_ip":"10.0.0.40","device_no":"8008171099228741","goods_desc":"\u4e5d\u53f7\u56fd\u9645\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"201802081432128008171099228741","total_fee":"11600","sign":"26E4F15E95D647491A0FE8D28D2C6063"}
2018-02-08 14:33:09 {"transaction_id":"UD180208143307000000000008496301","price":11600}
2018-02-08 14:33:24 {"auth_code":"282684328472303118","bill_create_ip":"192.168.1.125","device_no":"8008171099228744","goods_desc":"\u7800\u5c71\u82b1\u56ed\u6e29\u6cc9\u9152\u5e97\u6d17\u6d74\u90e8","nonce_str":"123456","pp_trade_no":"201802081433308008171099228744","total_fee":"6500","sign":"7309F45E07868140F48B3578CF17FE7D"}
2018-02-08 14:33:26 {"transaction_id":"91518071604883427554","price":6500}
2018-02-08 14:37:29 {"auth_code":"134519130822987996","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020814373111","total_fee":"1500","sign":"4523FDEBD776B35C6FBBFBBEF48DDC0B"}
2018-02-08 14:37:33 {"transaction_id":"UD180208A01175300314373000918353","price":1500}
2018-02-08 14:38:06 {"auth_code":"134610765099896650","bill_create_ip":"192.168.1.100","device_no":"1057","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"201802081434361057","total_fee":"5000","sign":"95E5FB6BA732A4E21D208E9A97C2040B"}
2018-02-08 14:38:09 {"transaction_id":"UD180208143807000000000008617334","price":5000}
2018-02-08 14:40:39 {"auth_code":"134580626414518924","bill_create_ip":"192.168.8.12","device_no":"996","goods_desc":"\u5609\u4e50\u8fea\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"20180208143830996","total_fee":"6100","sign":"F3153E1A09A9A3569C4BF3D757F0AA62"}
2018-02-08 14:40:41 {"transaction_id":"UD180208144039000000000008680600","price":6100}
2018-02-08 14:41:59 {"auth_code":"134692123943262309","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020814420011","total_fee":"500","sign":"4D7BF47CAB9DF3DADE42C51B327D80D8"}
2018-02-08 14:42:02 {"transaction_id":"UD180208144159000000000008712667","price":500}
2018-02-08 14:43:24 {"auth_code":"134861525508959196","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081443268008171100101937","total_fee":"400","sign":"9F26AD87C15E83411EDC513395391DD9"}
2018-02-08 14:43:27 {"transaction_id":"UD180208144325000000000008743922","price":400}
2018-02-08 14:45:51 {"auth_code":"134842826142163039","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081445531282","total_fee":"1000","sign":"C40416FA3188226EC5A5EFFEC01B7467"}
2018-02-08 14:45:54 {"transaction_id":"UD180208144552000000000008807990","price":1000}
2018-02-08 14:46:49 {"auth_code":"134718305427585528","bill_create_ip":"192.168.1.125","device_no":"8008171099228744","goods_desc":"\u7800\u5c71\u82b1\u56ed\u6e29\u6cc9\u9152\u5e97\u6d17\u6d74\u90e8","nonce_str":"123456","pp_trade_no":"201802081446558008171099228744","total_fee":"1500","sign":"11BA45EF3F64DB53BD1AC3D4BFE37060"}
2018-02-08 14:46:52 {"transaction_id":"UD180208144650000000000008838663","price":1500}
2018-02-08 14:48:46 {"auth_code":"134584077545425586","bill_create_ip":"10.0.0.40","device_no":"8008171099228741","goods_desc":"\u4e5d\u53f7\u56fd\u9645\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"201802081447538008171099228741","total_fee":"13400","sign":"43F4034BA7BBF72EC24C02A083D03C24"}
2018-02-08 14:48:49 {"transaction_id":"UD180208144846000000000008891348","price":13400}
2018-02-08 14:51:39 {"auth_code":"289615115283753231","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081451418008171100101937","total_fee":"2100","sign":"C2D13F2708E2AB9DED53700256D4872F"}
